Title,News Agency,Link,Date
Russia's Putin welcomes world leaders for three-day BRICS summit,Al Jazeera English,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPUG1TLXVNNHdFcnh1aVJSYlBzeDhyeGRTcnNUdzMtcVZDMk9VTlN5YzllYlZjOVU1Yk0tR2J4ZW5kcHFGS1dCeHc3UEFHcUY5dFhVY2FlR3RHMEFHeTh1c192WnI5bmdUWEJ2N0VteUR0TEdybFNmYkY4TVVvLXM0OGVRNHh0WS05ZURJVWFSMUFjZjNySklVdVc2bkhWeEMtWmJPd2dhVW7SAa4BQVVfeXFMT0xRaXlhSFFaUk43ZEUtR1pKU01palVIYld4RUVDdnBrZWhrczZxNkNXSHMybXRYWFE2NFdUV1gtcGtqNjgzMkJ6N2hGWmVZbE1EY3U1MktaZkNuTTVMVFpoaFRZV3pEQmh2NmZiYVRyM0RzOUtZUWYwcDJ5cEpTUGhqSVBkVkZhc3M3VFNId3Zlb25qaEswSE1aVS1WM0gzNFhScGVnc2xXRFBrQVhB?oc=5,22-10-2024
Brics: How an evolving and expanding bloc benefits India,BBC.com,https://news.google.com/rss/articles/CBMiWkFVX3lxTE41VE00YXVQVWJxYU1XOWRENEZndGdrVDNwOFlaWWRHbElOWmF3YXNuYUxaR0RMWUZLQmRNM2IwOVlJRE9iRl91b3dmcVh4Y1A0czZ6VVJMLW5QUdIBX0FVX3lxTE5aYnRycTVmTUVCekNtdmV0SjNySHdyVHYyV3E2U2lNN010NDFSZG5PNTNTMWVsV3JocXVlRHBFRW5qYzVFMkJSRUdJY2NrdzBJUU1ZanBPbjlELVVHSUpz?oc=5,25-10-2024
China In Eurasia Briefing: A Brief Guide To The High-Profile BRICS Summit,Radio Free Europe / Radio Liberty,https://news.google.com/rss/articles/CBMigwFBVV95cUxOSzNHbzE5TGppdnFXazVjV1VCTGdON05ZaW5PT3R0cU1IS3QwNzVEdlc2VGQ2eENtQzF0bmV2b0QtZUp0S1BvZUc1Tmc1YTY5Ml95NGtqRnVPLVh2QUY1WkprTlFtSUMzUHhIVUJtdk0tLWFsWFo4bkctbUtzYU55Q19CZ9IBhgFBVV95cUxNZEdRRW5JMHVaUXZyNHJZWVpwNDJjZUVBY3JTeThrRm9LMElGUnhQNVdDdUFmTXNqeURRQ1h1MDBIMGRkbVFydTVhUEFyTHZSb0NRRDNnN1dJSFZydTg3OW8wcnpER1hRaExqR3JMa0hKdW5SNUtOT0VfbXJPR2FzTWJ6NlJxdw?oc=5,23-10-2024
Can BRICS offer a counterbalance to the existing world order?,Al Jazeera English,https://news.google.com/rss/articles/CBMiugFBVV95cUxQNmFCNGk2SlctMUEyRjJsQjlQT3ZTckUtUTR6WUk4MElVSFpTQVpQek04d0t4UDl4eEp4blJCUlRGWHAycTZyZUF2dmJSa2FyWloyeDNnLTRYQWJKVlVqeXZjcUpVejY0bG5kQzg0M1BlS0VzNG9JS0Y3NjVtcDVvUjkydVdXWldTTEFRYVBJdGxkOTBmQlF0LTcyRkF6cV9CcGduS2dwQWpjRDIyYkQzMGFNdmJEOWVDRGfSAb8BQVVfeXFMTk5UZjF6cVcwREZURVRUSGY5S0lhUVdkNmtNOU9LdElEUzZLQ0NPNEtkSFlIT3NWYTZaengyb3htX2lUdHBKazdJWHhqakRYc2ExbTNjcEdRTldzRWdBOVoxNldDcDFPM2tjTUlLODZkejN3LTBJbVp4a3Vuc1lJZTBhMHF0eEh5bVUxWERZNmNVOXYySmMydzh4ZDNGd2FYcnIwSUZjMmVwZnVPMDh0bWM2WVRzcmRlYVBPZktrOU0?oc=5,21-10-2024
"Brics summit 2024: India, China Brazil, South Africa and oda countries dey attend meeting wey Vladimir Putin be host",BBC.com,https://news.google.com/rss/articles/CBMiXEFVX3lxTE4yRnhFR2pfektySVVUMndob21WcjJrbG5HV0EwalctZVYzOFpCQzk1NlZqOFllNkpCTnAtcHRjaU5CNEppNUFfMEtFTVpjZkctYXJzTFdYWHdFWDJB0gFiQVVfeXFMTUVBcll3LXFOVm9mSldQSjBHcnBVUXJBMWhTN0NoakI5QVJxTndZY2dkaDNxZXZvc2lmcUpMLWFIaVVmZ0s4eVd4XzJ3YlVYVGFLb3h6ZTdYdHJJQ1l6bExYMVE?oc=5,22-10-2024
"At BRICS summit, Putin welcomes Trump's comments on ending Ukraine war",Al Jazeera English,https://news.google.com/rss/articles/CBMirwFBVV95cUxQNW5LVU83MHRlOWEzbGhxTkx1bG1PWVNoNHV2ZWJvb0tNdVZuLTRNQ3hRWUVIX2ZpT0ZMckQ0QjVLR2FwVXE2czlXS0FwdFpjU1Z2T0dseUlYMU12NjNZSkxaa2JCWm15MUNBcl80Y0lmUzNydUlybVdTTTVTQi15MzZLOW0wS0tOZ3FjZl9pdFVSYVpDU1RLaExaSHBiQkVjeXNLcy1WemhnUUpEUHJJ0gG0AUFVX3lxTE1EQTFYeTFfVE1tMllDSnY4SnZIWWtFWkRyWFFqT25OTEZpYjJyS1QwZGNaU3lIczREeUwwUHBSQ1FzckZGSUdHZk0ybWlPMWF1VmtHMVM3WW5lTkFobURacVNwZ2tTUjNQdVFNWUZBWEJTQ0pHM0xNWlpQZEpGblMwUGdRSFB5RFE2blJOcHdmNkpDNGxCWmFkOXJWUTBEZ1hMU3RWeUQwR0FEeDRqSXlaUGFoeQ?oc=5,24-10-2024
Can BRICS reshape the financial world order?,Al Jazeera English,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPVm5pVzU5bFdDU3NIQ2NZNmxaLWRDTmVTNzRPR0Y5MjhmQzFNTW9KMG4xeks2bW5zZkJWZVViamh5aGVlaUJ5dUFRZWdJQ0RMdGxZZ2dsVDExRzFRQVltMEV5MkR5ZW5hQzhhM2xoYi1MMnJiWVY1MTJmVk00Nk5VNEl3YU9Sb1pDTW5FSFNNM1VMTjJiUWhrOXA0YmZsWVlTZHpNN1NfdkxMd9IBrwFBVV95cUxQZEhza2lPeEtiWWFQZlpRN25kNlZQU1c4SnprbTRaTXhGaEZubFlLNXlNZmZEMTRpeC1BUTNBYXhNbHlSR2toclE2dWpqQTFrZU5mb1hPUHQ1YjBoYlpaZFZsamZqWmg2cEs4V1hlenBZRHB3bmNzZXZ6STRPN0tSMDFIeDREUUZROFktaVhfUkZNTnpna3B4WWpseUxJWm1YQzhXd2lwWDJCeDJtNnhZ?oc=5,24-10-2024
BRICS Summit: Guterres underscores bloc's role in boosting global cooperation,UN News,https://news.google.com/rss/articles/CBMiV0FVX3lxTE9CUFlVOHVHOWRpUFNyQUhkX21JRkZaX0VaeUNld3I3QnlCenVHbmJ0dl8yZG5wblN2eDJDUUlNQW9mX1ZFOHlfYm5MbXFWbEdHa2JaN1k3OA?oc=5,24-10-2024
"BRICS | Members, History, Name Origin, Proposed Currency, & Facts",Britannica,https://news.google.com/rss/articles/CBMiT0FVX3lxTE8ta3BBNXVoR29QejM4ZEdCalRLY2pRZTk3NzdOVXNHZFhPQUgteUpTUVNCM0VLX0xkcXNKcWNzRTQ3eGptOTNZTjAtZ0U0STQ?oc=5,24-10-2024
"Reshaping global governance: the Global South, BRICS and the West",International Institute for Strategic Studies,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNcmdnQjlybTZ4ak01bU41ZkE3d21LLU1XMm5nYW9MWnNJR01OUVVWNU5RcmdVdl9fNEtaYy14bzBtcDFOVTlEM2s4NUE1YUplajJwcnB6MUtUb01aN2RPR2c4TjlLR2RuQml0bTlvUVJoU3didjA0ekdWRW9NTWdNRUtPUC1UbG9NZy1ma3JHS2RmV2tRZ2pmZGRuT0Z0d2I4NVZCNW9DdlpsOTdaS1FnUHExYmVHYV9FOFpDNzgtNXN6ZXc?oc=5,23-10-2024
What's Driving a Bigger BRICS and What Does it Mean for the U.S.?,United States Institute of Peace,https://news.google.com/rss/articles/CBMimAFBVV95cUxOSG85MDBNaTFaZ2tIVzhIdGVCSUtucWJON1NCWnJ2OGNINWZSeERvQTFkVkd2SGN6aG5CZU5HRklOMm12dk4zYVVveHl6UkE1bExHTVd3cE9JT20xa2MyY3BlZDVCa2FObUFtcnEwUDlQbGN3TEZ6eVJIY2FobHlXNElsM1lHMFZNNVNXUHpxYzBSd19SSnJfbg?oc=5,17-10-2024
Host Putin faces calls to end Ukraine war at BRICS summit,FRANCE 24 English,https://news.google.com/rss/articles/CBMilAFBVV95cUxQd2JjR2JORHRNck1UblBLd1F4Ym0yeFNQQVo1UFdQZFFETVNPZ3dKOUZ0a2VpeC1xZEVUdGlYZ0tsWnZrUlIyY0phX2c5dC1DWDNwUXM3U0x3MEtHYjU2RHA3MWpKR3h0djZLQ2RCcHZuZW05eVdsLWpaMUs2UEtHUjQtbzJhbGZRQnZLY09Bd3dYQ0pC?oc=5,23-10-2024
The West wants Putin isolated. A major summit he's hosting shows he's far from alone,CNN,https://news.google.com/rss/articles/CBMikAFBVV95cUxQQVVNLW0yZVlHSlZNS3RoMmVydDZMZEdHTVpTaXhwYjdFWXY0UVVtQ1d2dTlZZmlwVkd3T0VjNXN2RHJXREZWT2FuNkY3QVMyTWFOZFdkT1RNUy1VbnpVUnRqd0ZBY2dkM0RCOHlIcG9wZE9pYl9PbmhlWDQ4R19jNFFGYmlRcXpyZW5Yekh0UlbSAYcBQVVfeXFMTTRsbDBOdGhuX2p0WG55aHBtOURJSGhRRjNydmE5VFFBdzEtbUN3ZTY4cG4xaXFJVklOSnVLYUZJNWhBYlQzdjVrMlN0U2RYdWZOcm1rNjBlZ2NlOUlIQ2h6aVF1Z091SkV6QjFGUmxrb2puWFk0Z3ZDd0FJaFdEMXZYY0tiQlUw?oc=5,22-10-2024
Putin says existing BRICS infrastructure is enough for cross-border payments,Reuters,https://news.google.com/rss/articles/CBMitwFBVV95cUxNWUpvY0NoREdRakNjZm00ZDluNmVxUGNTa05ObGhQcFFDZWZsNWE4V2xlNlhvQ0JVajFGcDduM2VvQ2FEc2ctaHYyVjkwVmRyMWpUeWNtUmRNVzhObUg5cVBUTm9sb1NHc3lLcjZHQXBjMzRwa2JZZlNsWl9hTGxCUWlxT19sSmNtanVBbU9qeHlQbUM0YlYya3RMMGJqYk5Hc2lzcEpDZEs5T0VyWHg4b1hXZmVJekU?oc=5,24-10-2024
Putin returns to world stage hosting 36 leaders at Brics summit in Russia,The Guardian,https://news.google.com/rss/articles/CBMingFBVV95cUxQWnF5NUwxeW9IdmU1NGZ6a3ZlWlFmaDV3S3lqV1I5cHJmdV9yZkNNMm9ZOTRhbXlybzQyR2dFWlhKSmFhTzhKMWNwbGd0ZllKZ2Qzd0M2Q1BXaVNPeHJDR3I1Wlh3RUJYWnlZRHNJTmZzSHJselg2UnR2aVcyQ01QVmtuQ0JjSDhVbkphTWp1V3Z4bmxBZHphMDZwSzV2Z9IBngFBVV95cUxPZkMxeWNNSVcwb1ZKbHRDSFVfQ2laRnJKTUx5U3RqTHBNTTJwMDZzemhwWWV1M0F6dWdRMVhwWUNYeUtjRUVOempGSXV2V3hJUmR6OE53MHhvQjU4bXNWLUdyeTVMQ2RrUEkxYUdDaU9fU25ycWp5dzlUdTVRYmJvR0lxbWdGNE8zYU5TazFDSDFHeEF1WGhCZG9KNEdzdw?oc=5,22-10-2024
Business Brief: BRICS and the balance of power,The Globe and Mail,https://news.google.com/rss/articles/CBMimwFBVV95cUxQRThPSDVMcWJzRkhHc0MwYzM1cDd0N21DTmRMSzRPRnZRYlJGZ0ZoaTFCX3hqaE9HdC1vS084RFFaTXN4dXhnOGVVNmlnUGNQZjFBQ1EyQ3NyNk1BdHdmU0pGZFdvdWdUMEhaZGx3VWVUSVBnekNGaEptZFhzNENOUHpPWGY1MlI3S1pobmNhZ2JFZkNIT3VnWi03Yw?oc=5,22-10-2024
Is Putin's anti-Western alliance winning?,The Week,https://news.google.com/rss/articles/CBMid0FVX3lxTE9nZHYyWEVaMFlEUDlFb1puZTJ1R0R6QzE3SEltQUxBdXBiVTAwQkVxSFRCVFl4TVFaN1hKYlktR0tHR2djVFFIVU0wcHFhaHROaGdreE0xYkZHaldWS2J4Q1cxY1h0Sk0yT0h3MzI1NFE3eGlDa2xv?oc=5,22-10-2024
Russia's expanded BRICS meeting sends jitters around Europe,Euronews,https://news.google.com/rss/articles/CBMitwFBVV95cUxNNEh3OFNqdVhlVUM5SXV6OUlHNE9DY3VCQzdwRHNwTzV2TGtiek51T2dpUTl3eXlMQkNzQVlWLVNSTlVJZnhMcDNFS1hEN0hkczEyMlE2Vl9GSlAyWnQ1T0dUVkRINFpuTWJqY1VpQjJyVFp4a0dIQVpETjlWNi1wNDlHdTh6NDBqSGwyZkVoWjhfR1pSUTRzUW1XanpDTDVUN1VjZ1Y4WTRhM2FFTnAya3JWbE1tWmc?oc=5,23-10-2024
"BRICS leaders tout joint finance, trade projects at Russian summit",Reuters,https://news.google.com/rss/articles/CBMirAFBVV95cUxPei05bGVvTmhSc3dsUkJwOGFEMTNFRUoxYTN6alBLTHpGVVdUVmVwS1pDdTZMQTg3V0ZMUERUSUt6Y0ZpVGg3UVRrVzdDTTBKM3JzSjJjQk9hX2FDRlZjcV9GNFNWY0NGaUVndnlGUWJyOTVmY09qZ1N3WHRhcDFQR1BEZGp3aU0tN2tBUXo1by1QNXBLbjZ2N2dCbkNRYk1WV3oyaEJTSmNWY3F1?oc=5,23-10-2024
"Xi urges 'BRICS Plus' to pursue common security, development, harmony",Global Times,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5pNjd6SHFNNFRNYjJRSDhrRGRGM211T0VaakhpVnRIS2ptTHlRblJiNmJuRUtaUm5Ua0lJR2UxeEYxYzNiaEl3cGEzNWJvWXcyT0ZJa2k0TVo3VWYybF9nVmtB?oc=5,24-10-2024
BRICS countries navigate new alternative payment system for stronger cooperation,Global Times,https://news.google.com/rss/articles/CBMiYkFVX3lxTE54OE8wbnJybThNQjNfcTF4TDdQSmZLUXJKd3RIeWxNM2F3MHRrUEpYeXpVeTE4SF9QWnFzSjlUU1E0M21idjl3blhlUHNlalhTTXVGN3JQZU5QOWJ2WTV0RVRR?oc=5,17-10-2024
"Exclusive: BRICS is for the fairies until China and India get serious, 'Mr BRICS' says",Reuters,https://news.google.com/rss/articles/CBMipAFBVV95cUxQVF9WMEVXQ3BZYjE4VUo4WFM1eFRscW1LNElpYTNGZ2pFS3YxdWlPM0RTNjV6b2VwWE5NUXQtbm54cjV4Q2F6VjBhb0ZZeGZVR0djaExYOVhXSlZSMXg4NFhxdVo2TXJ4WV9lbk1mSkdkOVdieHo3NkF6YnhEUWNySXkwR0pTR2JDOERjcjl0X25LbHNTZFp3cHpUeFJOM1JUejdpTA?oc=5,23-10-2024
"Putin to end BRICS summit with news conference on Thursday, aide says",Reuters,https://news.google.com/rss/articles/CBMisAFBVV95cUxNYm9td0lSQXZiWEdYN1lXMWwwSkRfY2trZzItZldQNk4wTmxoQ25nWnhISm5HdzEzWVhHS21Tc2V2VW53dm9lcGx3S2F3Q0JIZDJBN0Y3OElMTC1kQWRHWGVUUGpVcmdaUmh6QUZfV2pLU1JXOC14TnJLUmJyZ29IWE1nUFlJZkYtaDZkNm1MNXlyQmsyTnlzM0kyRThYb2lRQ05TWG1KMUd1NHdTcGdUaw?oc=5,21-10-2024
Putin to host BRICS summit looking to advance Russia's own interests,Euronews,https://news.google.com/rss/articles/CBMipwFBVV95cUxPSGN6NmRIemUxYzRQMHM0TzdOX2FDTFo4VUoxY3I1ZEk0UkRLalBzS2EybGx4dmQ4OWY1WlZLMEZNNFlYT1BqWDVHUGVPWjNHSDNhM0szcDNTOUhzZG9YOGRMUklpeGp2anF1Ujd0ZjRkd2dGWXJfTTF3b0JUMEF4NG1oZ0xremNCUVNnVy1Sb01rMFhRLU92ZVVaNkp5U3RYUWdfSU5XVQ?oc=5,21-10-2024
Deep Dive: Saudi Arabia and BRICS—a balancing act?,Amwaj.media,https://news.google.com/rss/articles/CBMiggFBVV95cUxNYVhHVE54ZUJWYUhmY3JxM1BlTlFtOXNueVB6MEhCUDRlZmxoYnJFczZMbVRURFphZDBWN3dqQ01OWG5iMGVrT1NHVHV5NWpuc1pIVWFCVVVNTlF5aFNDM1hHeUp4dW0wblpwb0lBUGliZEhTNXdjYmtEb21nZE82TDNn?oc=5,22-10-2024
Are BRICS countries already challenging the US-led world order?,Al Jazeera English,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQb2dVUlpLbmI4c19FMC1vbHN5Y0N5MGlCOWVYZTJIWXhrNzRRa0ZyNmRDRFVhSXVRVDJmSGxoRUg3a1QzVGJzRFNlbXVsSkpTUWlDUGhZZ21sRkNrQUh3Ry1xc3BqTVBhdWpoWW9sMFNyamVPMVdIQ0tKM2N4MmZoT2ZKTkd5cDZaTlM1ZV9nRU10cjRLODN1dzR5Y2NKMVp0TEtIbzZrUjRTQlU1SHdWZ0FKS0dqUzBvYVd3dDFEXzfSAcYBQVVfeXFMTnhDTFIzOU9LZF9zekQyRHJUMldXSmVXLWNnWHdiWWJtS1Jtd1hzc3E2N3U1U3VYdDdEdkNYVDBiV2piMEw0d3JBbTREWTUtU3RabWJFS3Q0elh0WC1KNTc4bEVfV3N5MklLMjBubmdTdXZpaFN5eUtqSV90ZmExRDJIeHdvVHoxZ0hFRU5CUm9VM1ZYd2QyaEhNU0pxeHRLbkc2cjhaN2RhVFZzM2pzS183QWFzNndpM0RKcXd6YjlnWTNPeGVR?oc=5,20-10-2024
"Hosting BRICS Summit, Russia Shows It Is No Pariah",TIME,https://news.google.com/rss/articles/CBMic0FVX3lxTE5RYVFxWkF4UHFaVktydzlFM3hFMGdHdWV5bWpmMXo0VXQ4MDRlWXM1ck11bmNoTVVRMkMzNzNrYUMxM1N3UHlkakIxdEJTWjJMcG1qcUFxSjBrMnk0dWxKbkVKYUIwci05M3Y2XzI0b2gzZ1E?oc=5,22-10-2024
A Divided BRICS Seeks to Challenge US-led Order,Bloomberg,https://news.google.com/rss/articles/CBMiowFBVV95cUxPd0xZT3kxdWNJSUtxajRTc3pVaWd6b1U1OGF5bDFEcE10UEFtYmJDbmpPQ3hxa1ZGZDJCd3ZrQlhjajEtcVUtLS1tOURIMWREU2UtTm9zdkdKQW81V1NhM0luRmFkaVVNWU9kX3JKeU1ldmx2SFpTU0w0TVZPcEgtN2Ywdkh0RGt2SnN4RVRpM2dPVkUzYUdNY1N5WlpBeUZRdUlr?oc=5,22-10-2024
Russia Launches BRICS Mining Infrastructure Project,Forbes,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNS0FuQThoWkhJX3U3VUFCbldLWVZzZlU1anBwRkNPR0V4VGZDUVNUZWgzbV9XN2dPc3FvekFuYWtwcWc1WEpuUGdUV3RVekNWU3M2U21WVHVQRGFlb2p1b2x6ckFEQzQzdHZjR1Y4S3VnVE16aUlIOGVpZ2xpT1N3R09DZ2hxU0NVSG1EbmZVVExrUTU3R3ZQUmc1U0FaR2R6blBiWnJiTFAwQkU?oc=5,23-10-2024
​BRICS signals shift from US dominated financial system,Responsible Statecraft,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBJb2dVdzFpdXZITldHc29zdzUxdWxES3lmNHk5a0FyVkFOdXFfdm5nMEVBdjc2NTNIa0RSV29PVTdlYlg2MVlYcTFtMnZ3RUlqa3oxSTZpY013Uk43V3pjZFJzckZ3MWM?oc=5,23-10-2024
"At BRICS summit, Russia to push to end dollar dominance",Reuters,https://news.google.com/rss/articles/CBMikAFBVV95cUxOMXg5cFg3ek81VWJQVVYwRldFd09SU0NyeWpra2Q1eEtyb3Y3OUsySkVKbXVnVlVGamN4OGoyX2hMMGR3b1EzRlF2czVFcDd5d1RtR2I2eURzNEtBSFhHS0ktdGVjMnlYWWRzWVR5RFBaVWpSVl9uZk96cXlwZDdjOFpKcEJzeWJiZ25yMndUZXM?oc=5,16-10-2024
