Title,News Agency,Link,Date
"N.B. votes 2024: Liberals win majority government, Holt province's 1st woman premier",Global News Toronto,https://news.google.com/rss/articles/CBMiigFBVV95cUxOeVBNWjY5QldQYmFscFFQZ1paY2ptMVV0ajlkem8wVVFBcjF2Q2k2ZDRZbGZOVUtBaFNpTzNDM3BOWmFvcDVIVWIzbDRqSHctVi1aa0Z0bi0tYWJlVUx6NVlmYzRsOG5JVHMxTlFicDBkRVlrUzNhbE0zWmhxWDVGeU1QRVJEbEJQSmfSAY8BQVVfeXFMTWRVeFFnZ29aTzRTcWFCS0VwWFhEU3N1aVU4di1ackNwQlFlYXlJajY5cHhMTHFBTXE5SE9LZ01fMUh6Z3pmQzd4NU83LWR6dHlibXVJMkl0enpmX1FyWGFYaWNsRVRFNnhDNS16TWI0aTJUOUNNQ0FOSWFLbXVnZGZXa3FlS2NOWElXUnktWEU?oc=5,21-10-2024
"Where to watch, listen on election night",CBC.ca,https://news.google.com/rss/articles/CBMiigFBVV95cUxQUVZybkZQLVFPMTh5NTIwV3ExLTFlUWFwNUdRd1pfamZvQlRlMGNUYldhQlE1eVBUUWZTNS1jenFpWTdKdWZtb3lLODVTRFBiQU9YbUVTYzhIR1pYQjZGT0VTeUI3RWlUSUtLeG9hbTZDOER5QmRlRHp5T0w0RFV5NnZsZ1VRVnJORFHSAUdBVV95cUxOTlFqbEtMdW45U25uNmhYaEpnMHpyWjFMR1BKSVdMb1hvd1o3TlpDcWI2Mnoxb2lvRThDa0VzaG0wQU51RmdHRQ?oc=5,21-10-2024
'A moment of brief joy': New Brunswick Liberal win may not alleviate Trudeau's woes,Global News Toronto,https://news.google.com/rss/articles/CBMif0FVX3lxTE5MV2Mzb3J5Y1B6YlN3WUxGTGE0ankzMnJwSXhxUjFua0FBU0t5cklqbE5RSjBaMnlHUXFFYmV0ckFJQWRWSkI2eUNTUmFMdnRxeGF3dWthUmNxVVVObmtlX0pOWXFMdWxrLWhMNEN2cDAxN20tUXhKU3NJN0J6VlHSAYQBQVVfeXFMT3hsUnljU05GZVYzaG9EREFaVU5fa05Odkp3NVFVbkNSQmxNbGNXVmU4MmhITG5oYUlLNVNRdzdFS2dUNHRwbEloQS16akR2VUZ6Tkhac2pSTmlPYXdndWlWNUtlNlF4elJhOTk4TUc0RmNFVWJtNGRHbV83U2NNTmZkSVFV?oc=5,22-10-2024
3 party leaders share stage for last time before N.B. election,CBC.ca,https://news.google.com/rss/articles/CBMiigFBVV95cUxOTDFCM1p3ZjV2TTc2UGFkU1RtOWlDUkpIeTB3dmI3MlFxUElUUHhjNUNTdTJCOTQyOW9pRFBKMW5xeWd2azNOMWxkNjlhNVlZNnl5akR2b0JyZU5nZXlqYTk2V3dpdVpnQmo1cjRFRFpCSnRlYXE2cE1Pb3hMU3U0MWo3Ykxqb1lFdmfSAUdBVV95cUxNakNITFNXaFowVlc0OFJUSGdyY2xrLVZCRlo4U1Rzc0h1VXducEwxNWZUc3Zvbnpvb2dFZGJCcjB1cXVUa3hHaw?oc=5,17-10-2024
New Brunswick election 2024 results: Shediac Bay-Dieppe,Global News,https://news.google.com/rss/articles/CBMilgFBVV95cUxOZ0NDUk1pWUhBQWhKeVhqSFUxNk8xVks4YXZIOG1sUXhoU0JVR1hycVIyOEVETTMwWWhZZWs3VjV4bFFwbl9UWnY4TXJlVGZfaDdhUnJjOENjbU5NMS15RnI0TFhaUHZmWDhkNk0wUzF1OFBnSWVoNXA4em5xc2hremVOV0Z6UWVwd1k2c0lpOUlieE5mM3fSAZsBQVVfeXFMTXpUVWdjaWZ1SHBPV3JyXy1uY2VYaTV1Y21kR3h1WVE0Yi12YlNyQURkT3ZueG1oRm5pR2g1X3BKOXdFd0UxeVZTMkk5SXlHV3hlWGpfNXVmb0YtT2I3aFlCUGhBWUJudXdXUGFUb0M5ZjFnTTdPY1NnOGV3R3M1LWdNYXlKMHlwdFBnVWFmMTNvSUZZalNTUldTT1U?oc=5,10-10-2024
Thousands in New Brunswick cast ballots in Saturday's advance poll,CBC.ca,https://news.google.com/rss/articles/CBMikwFBVV95cUxNcHBOX0tOZnF6R05pbXlhZjk2WEsxdDJLTVgxY2xhZGxlT2lWc0tMbE52M3BxMzMzaTNJR2otRkUyaUVmTXZObkF2RzBzMThIX08wb0FWN0Y4ZHVjdGxwSzVEdkIxdTVnbGw1RHhiUnNvMHpCVlZCRzNyNEVzaEp4bks5N3l5UG9WUjllRWJTd2tvZWPSAUdBVV95cUxPcXlCZFhZMnNLN2tveFl3a3dQSmh3STN4OHZFUC1XUGdGWFRYMHhkaVFhUnp3WTRUejJPSWJTZ3ZoaENKY0Q3aw?oc=5,13-10-2024
New Brunswick election 2024 results: Carleton-Victoria,Global News,https://news.google.com/rss/articles/CBMilAFBVV95cUxPUjVYTVVWUUtzVEt6WGliUFZRM3VYbWtYNXpuNGR0aGFieGxoaVY4SkM5OFFWWTctVFJLOWVIb3U4dkJKSjc1R3RUVTN6THV2N016VzUydFlSZHdrTWo2Ul92WU5LellzVGdxX2xHcklQUTA4cWg4YVdkMFpaZnhrb2UySEVzZzZJVmtrZl81eElVVjlK0gGaAUFVX3lxTE12eDN1anV4cjc3VUp4T1B4UDV5THBxNEo3Z1cxZDBaRnpXZ092R3FIcnhsR3pyc1l1dWVyRldMR0pnQWZLcXNTZ2F0ZWkxTTkyNTVRQ3JkZXZnTzNiV1BPMW1ZUkJvejZadldNajJRTWdLaEZ1cmgzUlFKc0hYX2l5N0VaTEZpeEhNZlg3SFBPX0MtWmFNaW53NFE?oc=5,10-10-2024
"New Brunswick election 2024: Find your riding, local candidates",Global News Toronto,https://news.google.com/rss/articles/CBMinwFBVV95cUxPU0syY1RQeXRreDJGX01YcExfTWJON2JRWi1qZ19kQi16UUVUNlRQZktNbzgyVzZUWTRxdnpqUU0zQ3hfWkJiMVozN0JiZFVSa3Z5aVNjbFBPZU5hOWJLbmpWVWtFWHg0N3Q0WFYwdVU3NHNDWnFQUEJldjlFYkNvQ0ZTdHVYTlJrZGhLMDNFRUM0MnFyTGlVWHB5eVkyamvSAaQBQVVfeXFMT3cxUzNDNVdMLXl4WG1DUGYydFRnclYtcVBwdDZ3MXlDYU1OV3FvZ1RaYjRCZUhGMEJ2U3ZobW43b3ZOQXl0MTkzV3dVQnlTUWw3V3BoYWF6N2I4OHYxSnZTWUI3OTRXRWVDblRlNEdycUlrdGJuejdtbWw2Sm1vUHVRSkROdlZ1WnJuU2tmZEF3SWpiSDM4S0ppdXFNLWRCeDdLYWE?oc=5,10-10-2024
N.B. election: Conservative candidate compares LGBTQ policy to residential schools,Global News Toronto,https://news.google.com/rss/articles/CBMihwFBVV95cUxQd3JzM25mS3dYd0VOazZRRlFFRGZyYnB2ZTJfZGV6YVdlSWVqYmZKYUVnQV9GR2ZGbHdtN2dJbk9HdU41TVZfZTNRdkdTMzVmNlNJelk3REZPT20zY3JZenkwcTR5UDk5WUdudzFtMGFNTlA3MEo0Mk5uVFRVRW1jY1RxZ3JRZjTSAYwBQVVfeXFMUFk1M3F2RFdldERZQ0JCSmlKODlVWnQ1aDdMMkRRNW5YQ1p2WjN1ZHpuQjJhUlFDZzc2RC10c2Y5YXQ0VWNnS1ljVERzLUloSmdfZ241S3NDR0dxTzUyaTIyZVdhUlFBQ2ZSMm80YkhRb0NtTW1zdFB3ZDl6a25maXVYWWY0bjAyUEMtS3k?oc=5,01-10-2024
"N.B. election: Blaine Higgs says Indigenous people ceded land 'many, many years ago'",Global News,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNc191dGgtQlFqMjlRWk5GcEx1dUZJcml3OTA3cHlKYVFCckN6TGhKWTRQZkJWVXFxN1BTeUJqNTF3eW9qcWxvcWE3MmFCZ245NG9HeDItNmdURjgxcEs5VFAxR2pvTmJUZzRZQW1vcnZpNl92UnhhNFUtQ2dJMWthSDRSN0lLMTZjWUhr0gGQAUFVX3lxTE5xZXo5QjdocU15Q2M1MjdpTGtNR0p6a294QnVNQ3VpdVdkUXNSY0VKalV3MHBXWmtDUzYzaE90SVV3REdXMlNTTl9DR1gyTTYyOEV0SW9ody1lRE5YVzlnM2dxMDBXNldwZ3c1NkFkZEUyc1NKZzloekdVb3ppalVoX3ZkczlNUmU5aTczVFM0Zg?oc=5,18-10-2024
"Blaine Higgs loses seat, 'extremely unlikely' to remain as leader",CBC.ca,https://news.google.com/rss/articles/CBMigwFBVV95cUxPNDRZYVRlNGhQa3p1Qy1CQVR0MndwWXV2MW1zRzExdnhoeWdWNTJIbUd2V3N6TE1pRnZRUUtSWnBqd1pIdWNiVVktNE5nWU95WlRTMFBNUUVYeFZMNzByX0RxX1FZUWRaLWF5TC1wbElIcE81NXhCRXdKNzVvNTd3OXN4ONIBR0FVX3lxTE9kQU93NmREOGtUdkFJaXdDeFZqMlRIeVNWbHVGS3ZaTXdYSHZZNGNkUjNoVk9INkF5WkU0V01ub2JWdndkOGtv?oc=5,22-10-2024
Here is the latest in the New Brunswick election,Toronto Star,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNOS1hSDlrdHFhbnlnWUVHX2JUbkEtcE1DVV9uTHdzUWxfUjVMSS16cmdDT3dGODk0VHc5Yk5tYXNBUHZKWll5OXY2VjVfM1k3TXJWd2YyanVzZElWNDJuaVBZT0FWS3dNRlFhX0JHdEExVmpNZG81QzN0RWV3REQ5YTV5ZEF1UmRMUllVeUtUVTVLdVpiU285UjlPaGQyY0JhUENJY1pTN0MxRk9wSmlmZW9WSDZ2Z1Rlc2FMMEh3WWcyVmFONnhFcXl2LTlCc0ZIWmRieS0tOVZXb2gwQUtPU1ln?oc=5,22-10-2024
"N.B. election: 110,364 votes cast at advance polls, surpassing pre-pandemic turnout",CTV News Atlantic,https://news.google.com/rss/articles/CBMiugFBVV95cUxNbmlGdVRjWE8xNmlrajlZSnlUYjFVMHVYc0dnM1dxNlI3VTFiem1iRUhDZFdXd0l4ckE3d01PcUkyZm9VTG5yVU5TVFRVd1Q5anRIVnlGMXdtemplaHdrcmo1QTJTQkhvVUFGMHdaYXVEcG1fR29XWnlFMGNYMFpKWldaeDRqN05SSXJjTWFDYXlXcTRYaUowSmRfZHFKdjJyTWcyMnNEUUFxdkZQVlV0SG1ROFZucFBpd1E?oc=5,16-10-2024
N.B. premier-designate Susan Holt knows she has to deliver on promises quickly,Global News Toronto,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQWDBGdXV6WDRZQlplNWFxaE1rVXBOUXEzWnpRNmhra0lHTEtYVGlCektROG9tdHdtOVAyM3Q5VUZkb0ZLRWxxREtsSkh4d0l4eTNiRkJFVXNWaXdBQUZxMHpCX1V2elB6LTJjRm1PLWhkUlc2alIyMVdvWVNMUW4tTU9VcHUzeVVV0gGOAUFVX3lxTE42WUF5ZjgtaDQtbzl1akdSR0pSNHEtSXhnelV5OWVJUlpEMnNzWDJfemhDcENXYUZ2M1k5ajQ0NDNpLW1DNHlreTUyNDFGckNra3ZoOGFIZlFJdWhVMnVKZzM4ZDhibzJNSDJleTNocDVkbFhJZ3FlMmRFeXBUZGx2TzRYYnpEeTdIN2VBcHc?oc=5,22-10-2024
'My future has been decided': Blaine Higgs loses seat as party falls in N.B. election,CTV News Atlantic,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPc19aS1A3SGFpaTl1QzJ6LTBCbElIb3VWMlAyQmZiQUJfdUpHS2VGZmpBMW1YVElWZExQVl8zR21xdWNKSkhxaEdfUzdsTVFIR3gyUFJ0YzFTQlU1aVpNdEdzeW0yMjBWbjVjMXROOHRvbG9sTjBPZ19ncG82NUs2VnR2T2tJNGx1Q1dpU25nXzlEbm0xRlNmRk9GQURfNkFadWVmSmswMGFWSnp4bE1QRjhWdWp4MkJXdVpFZF9ocnZCZw?oc=5,22-10-2024
Billion-dollar election platforms pose threat to 8-year streak of N.B. budget surpluses,CBC.ca,https://news.google.com/rss/articles/CBMihgFBVV95cUxQMldoTjI2NXRjT0FxSXdqU3pTRGdFZ1RlTkE4NmYzZVRpZF9LZVUzdFh6MkdhRnYwS1h3RTdnTndYT29YOGk1WkFHb3J0SDczbzFVM0c2Y2ZkTjBzSzF6Nm5feXdTZE45VEprQXlnZnk2ZkxnbzJlcGxMWl9NRWZObDBYb2dmQdIBR0FVX3lxTE5sTU42ZEF3aG04QUl5Qk1FTExBREhWWXVfaXBIR2wwcEdTYVRfRVdnTmNNTllZWkZ4bXlYenYtM2tweFlVZ0Nv?oc=5,17-10-2024
N.B. Liberals will form majority government; Holt to become province's first female premier,CTV News Atlantic,https://news.google.com/rss/articles/CBMixgFBVV95cUxQekhycThwbzB3MEdNSFJsOEdYT21SUmxXVjJhaVJyaTJjOHRqOFUxNkxacDRzam5VcmdyMFFycTc2M1lWaEdVYjZ0TE5UT3JQTGJWVFZEWFVwaW0zVmMyLThMR1FRQVFTczJ3N0YtQkM0dlpoYjFENU84WjRuc19jSEZwVnFlak5tRld3S3lIelZVVV9GcFNOZUZMb1MwQllNekk0SUl4cEZ1NExzTUNJcl8xTTY0eXFpQ25oUXpNZEJfei1BTFE?oc=5,21-10-2024
"For Elections N.B., Monday's vote is like 'Stanley Cup final'",CBC.ca,https://news.google.com/rss/articles/CBMihwFBVV95cUxOUkFPMFZPN3Jpb1JISDBFVC15eXV1aWtXcU5HS0JVM054SkVvc0ZrcVdPR25DOHZfVm9rVnRxTzZMUmNhdkhCWWVXZW1GUy1zZ0RLLU1PU3R2eks2STQ0R014Z0FSbUhNSjl4Q2d2VzNwZ1phdUNrYUpzNkF1NnpXQ3B5Yjlfb1HSAUdBVV95cUxPV2dTYk1RWEptQUF1Z3FhY3VEMjc4SW9UMVI1bnlaQkl1emd5RXotTVl2QWx2dXEzN1dxb19UZTVvQ0VyQUZqaw?oc=5,21-10-2024
New Brunswick election race still close: political scientist,CTV News Atlantic,https://news.google.com/rss/articles/CBMipAFBVV95cUxQU1NlcHItWUdFWDhHNnAta0pvUnp0RUxoRjk2czBNS2lscy1GUDZ0MWgxWEtRTG5QNHFUc01kcGMzVFdoWXFtd2FBb0Jic1BKNGVjT0t4S2lHTmI0aVM5Vl9xNzBPU3BPUkI3cmp0cnRncmVwZzluNXJEQ1REME52OVg2WlNkVF9KRGJqY2FNN3JSTEVRb1JkOHRDZTRZNHUtV2ZDVg?oc=5,15-10-2024
Is conservatism really on the rise in Canada? Blaine Higgs' big loss in New Brunswick suggests not,The Conversation,https://news.google.com/rss/articles/CBMiywFBVV95cUxPaWszUUtELUpPaE1BZnFrT3J0aGdjNUF0b1JKTmJ5R25YQXVrRWtDdF9GREZFMS1xVWEtdzY5NnViZHBWbVZWcEEydTRjVHR6Q3NHZUthd3l3dzA5S3lTVlFrRGJaTHZhN25jcUk2ZFI2YmE4QWRWSkFtNG1qRlZtTDBhdWN4S3p4UzFUQ0JTYkpjYk1PMWNydDRvYmRKQTBuNEp0dER5c0ZRY2w5b1dIQU4zTHFqMWVJQzlRdTJUVXppNlpGLUV2aEhfaw?oc=5,22-10-2024
LIVE: Polls close in 2024 N.B. provincial election,country94.ca,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE96WnpTUHZyYUEwYnNpWnEzMDlaQ0tQM2dHU3U1TENkTEZ1LTQ4MGNfOVlrTDZORXlaLW9yN2R4WDM2YkFRbWt5ZUs1czluajZoWmE2al9KdWVoTGMtcXNYVXRqdEp4V00?oc=5,21-10-2024
Full Elections NB results,Telegraph-Journal,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9sQnNETm5ER2ZWdF9XSHRBV0tsVG1GRExRRWJVSDdnZWRubWw5MjNGMTlWUXp2THQ0bm1YdmNxWTh6Q2tlSkNyRzhFVkt1RzJiaWJhWi1QaFpKRjNrU09Ham9wZ1lPQQ?oc=5,21-10-2024
New Brunswick election: Liberals take the lead as early returns roll in,Toronto Star,https://news.google.com/rss/articles/CBMi_wFBVV95cUxPd0JyZlFOTW5TczFUbUhnZFJpb1cxTmRkZnYzTk81QkdzUENxQ3lnd1F3NmlMdmRDSWdZZ3d4Njh6bHAtWWw4Q05OQkNHZS1ZbC1mRWlaUTU2a0FLSDhPTUU1ZWdUYmt0cE5Zd2hWaVlYNENXQmxGNWlJcE5qdDdnc0JoTlBBRE1jWmpIengwTWR0b2xKdEhDbWRpUUJEV0FUa1hvVjUzUEl3RUNYNFVtMkFHaXNMQWZ3YXpvd3dqQW1BMzN3RGhWckljOHVpWnJ4ZVk3Z0RySElacnR4UUJ3OFUtSnFLcDlrN1lHRUE0LWJJV19pQ2pPMllQcXdxWWc?oc=5,21-10-2024
New Brunswick election 2024 results: Hanwell-New Maryland,Global News Toronto,https://news.google.com/rss/articles/CBMimAFBVV95cUxPMEYtc2VzM0RLOFA5OHNaUUFXMWJkaHhPM0p3WGZOd1VHb3NWblZhdVJVUUxxSkJ0dzhGd2UtRHRVTWJFUlhKN29yempoaGJ2OXNpU1VzbllweFNEVUVtMWhMdHd1bW5TaG9hUVpQSEh4bVRsQjdkaDgtNjJmZU40cFB3VHU2bGFhczVXNjFaZms4dXZRS24tctIBngFBVV95cUxNRjdqVzhlaGhJWmNqbVcxUUpzMDZ3VG41alAxYTY0MHJMODFBM2d5S2RTQ0NIdGM3YTZXWEl6aDJQeS0wb2lHejV5aGtmUUdrWm1qb3JZa1VicEZmOGVVSk1FQ3pydENvdEZIQUN0dGgzRmFWSFpDU0UyeWd1MEpHdUVXWHl6OFBlSnFwUHk5SGV6YlpQc3MzUFRYWm9HZw?oc=5,10-10-2024
New Brunswick election 2024 platform guide: What are the parties promising?,CTV News Atlantic,https://news.google.com/rss/articles/CBMisAFBVV95cUxPallWSV9nbGdsaXRyTnZFLWhTbkxXcDZZWFRLcXU4bUdiWjJqYlVEM3pCclhBRUxLbVg5N2FscmxEem94dXRIX1hBckUwaXRhVHZTaHJTNTNhZ0t5QXE3dlhPa2R6WWZKLXRyRmZMYVE2bGVUMEJ1OW9MVGhITWFEVzh5ZE4teld1aERqYVc4Qi1MR0FSMThvclEtNndQN1BKak45UUtLLW8zNnB0d2U2Yw?oc=5,16-10-2024
N.B. Liberal leader Holt bills herself as 'stark contrast' to Tory incumbent Higgs,Global News Toronto,https://news.google.com/rss/articles/CBMijwFBVV95cUxOcEtVYkJFXzNFQnJfU1F6WFhlaVJxSUdNRHFPNW9jVU5sdlNPQ3MtNmNGRzA5d1djQVlvLVVwUllOZXd3SkZZMkE0VUVBb2t3SU9kR2lSTlo1UThoZW9Ob0x4WEJ4SWNMUUVYazFSbWxLaTdGTjhOQWZ4NHZnaFZxSm9wSl9RVWY4TlREdHY2SdIBlAFBVV95cUxOVmdDOWd4QVJUYVpXcHktcFdmVkpYUV9OQnIxTkFvYV8td1JuLXk0VlZZS21ueUlwUHcxMmkyeDM1OGpkSGdxWDNPbGQtNVp6MjIzbFlSZks2S2ZPZjZCNWMxY1hVczRGbVVYNFB5YTlRWUM5NExZcTdfQjY2SUQ2WEZjQmtfbTl5Nng1VUdLWFVkOVd2?oc=5,17-10-2024
The election coverage you need: New Brunswick Votes 2024,CBC.ca,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9VLWk0QWlQTjVGU3J2OUQzaGtkZFNZNGtaQjQwTXdDZXY0U1hfU0dEdk80aVAyS3JnSUlRQVM3NzZWR1hKd0xBTFloaWlPdm1yUXc0a1MzSkJmQQ?oc=5,21-10-2024
New poll suggests Holt Liberals have six-point lead in popular vote,Telegraph-Journal,https://news.google.com/rss/articles/CBMingFBVV95cUxNdGZjbmZyOTJmcmx3OGozVlFEOFlpUlJFUUI4dXcyRHQwclZyYl9iaU1tUWxpMVhmMmlZWXEzUjhWVzVZWWpQekdFMlZtMTR1T3pNbE1KVzQtemloV2o3YnVwS1JYUE9OcHJFSGZTWU4wOWRuQ1pyUXBzdGhqWkNpNFAxc3pmX3M5bVp3TGxEZkVLYVo2YjFNLVFMREI2QQ?oc=5,20-10-2024
New Brunswick election 2024 results: Woodstock-Hartland,Global News Toronto,https://news.google.com/rss/articles/CBMilgFBVV95cUxNNjhVeVRrMEtHSlYwazZEc19hYlY3R0xwWEhhdi0tS1piRE13TkR5b1MzOEEwUXhGWG02ODJ3czBuc2FuanFXZENyWlVNTW5ySzhEWG1MLTY0OGpiX3N1NXNodWUzT2JQVzFmMWpSMHVkQ0ZpZ253SWdZaHlSZXNXcE9ybllYb3hCZ2oyQ1NqZXFSczA5QmfSAZsBQVVfeXFMT01WanBzY0xTZ3BCblpyWktrSHpMaWpoTWhra2h4bGtxZkVBdkkyQWc4RkxKZFJrblBEQUtnNllNTXFMVUxqT1pxeE93WkxvMW9XcnIxUkdmRWV6d1MtVnBPUy14TUxfU1kwMHN2dGcyLXdDWWJsTjlHZk5JTVZkSllsdWJZaEU3YV9DNnItTHlseEE1dHltLXNPS2s?oc=5,10-10-2024
